PackageName,URL,Description
org.omg.CORBA.portable,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/portable/package-summary.html,"Provides a portability layer, that is, a set of ORB APIsthat makes it possible for code generatedby one vendor to run on another vendor's ORB."
org.omg.CORBA.TypeCodePackage,https://docs.oracle.com/javase/8/docs/api/org/omg/CORBA/TypeCodePackage/package-summary.html,"Provides the user-defined exceptions BadKindand Bounds, which are thrown by methods inin the class TypeCode."
org.omg.CosNaming,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/package-summary.html,Provides a naming service for Java IDL.
org.omg.CosNaming.NamingContextExtPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextExtPackage/package-summary.html,"This package contains the following classes, which are used in org.omg.CosNaming.NamingContextExt:"
org.omg.CosNaming.NamingContextPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/CosNaming/NamingContextPackage/package-summary.html,This package contains Exception classes for the org.omg.CosNaming package.
org.omg.Dynamic,https://docs.oracle.com/javase/8/docs/api/org/omg/Dynamic/package-summary.html,"This package contains the Dynamic module specified in the OMG PortableInterceptor specification,http://cgi.omg.org/cgi-bin/doc?ptc/2000-08-06, section 21.9."
org.omg.DynamicAny,https://docs.oracle.com/javase/8/docs/api/org/omg/DynamicAny/package-summary.html,"Provides classes and interfaces that enable traversal of the data value associated with an any atruntime, and extraction of the primitive constituents of the data value."
org.omg.DynamicAny.DynAnyFactoryPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/DynamicAny/DynAnyFactoryPackage/package-summary.html,"This package contains classes and exceptions from the DynAnyFactoryinterface of theDynamicAny modulespecified in the OMG The Common Object Request Broker: Architecture andSpecification,http://cgi.omg.org/cgi-bin/doc?formal/99-10-07, section 9.2.2."
org.omg.DynamicAny.DynAnyPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/DynamicAny/DynAnyPackage/package-summary.html,"This package contains classes and exceptions from the DynAny interface of the DynamicAny modulespecified in the OMG The Common Object Request Broker: Architecture andSpecification,http://cgi.omg.org/cgi-bin/doc?formal/99-10-07, section 9.2."
org.omg.IOP,https://docs.oracle.com/javase/8/docs/api/org/omg/IOP/package-summary.html,"This package contains the IOP module specified in the OMG documentThe CommonObject Request Broker: Architecture and Specification,http://cgi.omg.org/cgi-bin/doc?formal/99-10-07, section 13.6."
org.omg.IOP.CodecFactoryPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/IOP/CodecFactoryPackage/package-summary.html,This package contains the exceptionsspecified in the IOP::CodeFactory interface (as part of the Portable Interceptors spec).
org.omg.IOP.CodecPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/IOP/CodecPackage/package-summary.html,This package is generated from the IOP::Codec IDL interfacedefinition.
org.omg.Messaging,https://docs.oracle.com/javase/8/docs/api/org/omg/Messaging/package-summary.html,"This package contains the Messaging module specified in the OMG CORBAMessaging specification, http://cgi.omg.org/cgi-bin/doc?formal/99-10-07."
org.omg.PortableInterceptor,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/package-summary.html,Provides a mechanism to register ORB hooks through which ORB servicescan intercept the normal flow of execution of the ORB.
org.omg.PortableInterceptor.ORBInitInfoPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableInterceptor/ORBInitInfoPackage/package-summary.html,"This package contains the exceptions and typedefs from the ORBInitInfolocal interface of the PortableInterceptor module specified in the OMGPortable Interceptor specification,http://cgi.omg.org/cgi-bin/doc?ptc/2000-08-06, section 21.7.2."
org.omg.PortableServer,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/package-summary.html,Provides classes and interfaces for making the server side of your applications portable across multivendor ORBs.
org.omg.PortableServer.CurrentPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/CurrentPackage/package-summary.html,Provides method implementations with access to the identity of the object on which the method was invoked.
org.omg.PortableServer.POAManagerPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/POAManagerPackage/package-summary.html,Encapsulates the processing state of the POAs it is associated with.
org.omg.PortableServer.POAPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/POAPackage/package-summary.html,Allows programmers to construct object implementations that are portablebetween different ORB products.
org.omg.PortableServer.portable,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/portable/package-summary.html,Provides classes and interfaces for making the server side of your applications portable across multivendor ORBs.
org.omg.PortableServer.ServantLocatorPackage,https://docs.oracle.com/javase/8/docs/api/org/omg/PortableServer/ServantLocatorPackage/package-summary.html,Provides classes and interfaces for locating the servant.
org.omg.SendingContext,https://docs.oracle.com/javase/8/docs/api/org/omg/SendingContext/package-summary.html,Provides support for the marshalling of value types.
org.omg.stub.java.rmi,https://docs.oracle.com/javase/8/docs/api/org/omg/stub/java/rmi/package-summary.html,Contains RMI-IIOP Stubs for the Remote types that occur in the java.rmi package.
org.w3c.dom,https://docs.oracle.com/javase/8/docs/api/org/w3c/dom/package-summary.html,Provides the interfaces for the Document Object Model (DOM).
org.w3c.dom.bootstrap,https://docs.oracle.com/javase/8/docs/api/org/w3c/dom/bootstrap/package-summary.html,NULL
org.w3c.dom.events,https://docs.oracle.com/javase/8/docs/api/org/w3c/dom/events/package-summary.html,NULL
org.w3c.dom.ls,https://docs.oracle.com/javase/8/docs/api/org/w3c/dom/ls/package-summary.html,NULL
org.w3c.dom.views,https://docs.oracle.com/javase/8/docs/api/org/w3c/dom/views/package-summary.html,NULL
org.xml.sax,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/package-summary.html,This package provides the core SAX APIs.
org.xml.sax.ext,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/ext/package-summary.html,This package contains interfaces to SAX2 facilities thatconformant SAX drivers won't necessarily support.
org.xml.sax.helpers,https://docs.oracle.com/javase/8/docs/api/org/xml/sax/helpers/package-summary.html,"This package contains ""helper"" classes, includingsupport for bootstrapping SAX-based applications."
